SUMMONS_KEY,SUMMONS_DATE,OFFENSE_DESCRIPTION,LAW_SECTION_NUMBER,LAW_DESCRIPTION,SUMMONS_CATEGORY_TYPE,AGE_GROUP,SEX,RACE,JURISDICTION_CODE,BORO,PRECINCT_OF_OCCUR,X_COORDINATE_CD,Y_COORDINATE_CD,Latitude,Longitude,Lon_Lat,date,YEAR
46643051,5/22/08,JAYWALKING,4-Apr,Traffic Regs,TRAFFIC REGS,25-44,M,UNKNOWN,0,BRONX,40,1006763,236698,40.816336593,-73.9186674409999,POINT (-73.91866744099997 40.81633659300008),2008-05-22T00:00:00Z,2008
80403646,8/19/11,JAYWALKING,4-Apr,Traffic Regs,TRAFFIC REGS,18-24,M,UNKNOWN,0,BRONX,46,1013888,253284,40.861839285,-73.8928532719999,POINT (-73.89285327199997 40.86183928500003),2011-08-19T00:00:00Z,2011
109457748,4/5/14,JAYWALKING,4-Apr,Traffic Regs,TRAFFIC REGS,45-64,M,UNKNOWN,0,BROOKLYN,69,1011359,174331,40.64514168,-73.9023144779999,POINT (-73.90231447799994 40.645141680000044),2014-04-05T00:00:00Z,2014
138697052,9/12/14,JAYWALKING,4-Apr,Traffic Regs,TRAFFIC REGS,45-64,M,UNKNOWN,0,MANHATTAN,13,989110,209843,40.742654056,-73.9824628659999,POINT (-73.98246286599993 40.74265405600005),2014-09-12T00:00:00Z,2014
138814387,9/20/14,JAYWALKING,4-Apr,Traffic Regs,TRAFFIC REGS,<18,M,UNKNOWN,2,BROOKLYN,79,999812,193525,40.697852725,-73.9438796319999,POINT (-73.94387963199993 40.697852725000075),2014-09-20T00:00:00Z,2014
138804923,9/20/14,JAYWALKING,4-Apr,Traffic Regs,TRAFFIC REGS,18-24,M,UNKNOWN,0,BRONX,46,1011425,251298,40.856396239,-73.9017656269999,POINT (-73.90176562699997 40.85639623900005),2014-09-20T00:00:00Z,2014
138906415,9/24/14,JAYWALKING,4-Apr,Traffic Regs,TRAFFIC REGS,18-24,M,UNKNOWN,0,BRONX,48,1016691,250307,40.853658463,-73.8827342019999,POINT (-73.88273420199994 40.853658463000045),2014-09-24T00:00:00Z,2014
138915197,9/25/14,JAYWALKING,4-Apr,Traffic Regs,TRAFFIC REGS,18-24,M,UNKNOWN,0,BROOKLYN,94,995613,201098,40.718645207,-73.9590098589999,POINT (-73.95900985899993 40.71864520700007),2014-09-25T00:00:00Z,2014
138888104,9/25/14,JAYWALKING,4-Apr,Traffic Regs,TRAFFIC REGS,25-44,M,UNKNOWN,0,BRONX,48,1015005,248295,40.848142155,-73.8888379519999,POINT (-73.88883795199997 40.84814215500006),2014-09-25T00:00:00Z,2014
138887935,9/25/14,JAYWALKING,4-Apr,Traffic Regs,TRAFFIC REGS,25-44,M,UNKNOWN,0,MANHATTAN,34,1006118,254594,40.865457504,-73.9209393169999,POINT (-73.92093931699996 40.86545750400006),2014-09-25T00:00:00Z,2014
138944156,9/26/14,JAYWALKING,4-Apr,Traffic Regs,TRAFFIC REGS,25-44,M,UNKNOWN,0,BRONX,40,1005630,237083,40.817396125,-73.9227594669999,POINT (-73.92275946699993 40.81739612500007),2014-09-26T00:00:00Z,2014
138905936,9/26/14,JAYWALKING,4-Apr,Traffic Regs,TRAFFIC REGS,25-44,M,UNKNOWN,0,MANHATTAN,25,1001312,231864,40.803080813,-73.9383728609999,POINT (-73.93837286099993 40.80308081300007),2014-09-26T00:00:00Z,2014
138888119,9/26/14,JAYWALKING,4-Apr,Traffic Regs,TRAFFIC REGS,25-44,M,UNKNOWN,0,BRONX,46,1011653,251798,40.857767884,-73.9009393789999,POINT (-73.90093937899996 40.85776788400005),2014-09-26T00:00:00Z,2014
138906666,9/26/14,JAYWALKING,4-Apr,Traffic Regs,TRAFFIC REGS,25-44,M,UNKNOWN,0,BRONX,40,1003813,235345,40.812630012,-73.9293290139999,POINT (-73.92932901399996 40.81263001200006),2014-09-26T00:00:00Z,2014
138906531,9/26/14,JAYWALKING,4-Apr,Traffic Regs,TRAFFIC REGS,25-44,M,UNKNOWN,2,BROOKLYN,90,1000919,195652,40.703688826,-73.9398821539999,POINT (-73.93988215399997 40.70368882600008),2014-09-26T00:00:00Z,2014
138896869,9/26/14,JAYWALKING,4-Apr,Traffic Regs,TRAFFIC REGS,25-44,M,UNKNOWN,2,BROOKLYN,60,984147,150278,40.579162625,-74.0003722319999,POINT (-74.00037223199998 40.57916262500004),2014-09-26T00:00:00Z,2014
138915623,9/26/14,JAYWALKING,4-Apr,Traffic Regs,TRAFFIC REGS,18-24,M,UNKNOWN,2,BRONX,40,1005215,236231,40.815058618,-73.9242614449999,POINT (-73.92426144499996 40.81505861800008),2014-09-26T00:00:00Z,2014
138906532,9/26/14,JAYWALKING,4-Apr,Traffic Regs,TRAFFIC REGS,18-24,M,UNKNOWN,2,BROOKLYN,90,1000919,195652,40.703688826,-73.9398821539999,POINT (-73.93988215399997 40.70368882600008),2014-09-26T00:00:00Z,2014
138905826,9/27/14,JAYWALKING,4-Apr,Traffic Regs,TRAFFIC REGS,25-44,F,UNKNOWN,0,BRONX,48,1015915,246513,40.843247876,-73.8855571899999,POINT (-73.88555718999999 40.84324787600008),2014-09-27T00:00:00Z,2014
138915212,9/27/14,JAYWALKING,4-Apr,Traffic Regs,TRAFFIC REGS,25-44,M,UNKNOWN,0,BROOKLYN,88,990491,189765,40.687543873,-73.9774977779999,POINT (-73.97749777799999 40.68754387300004),2014-09-27T00:00:00Z,2014
138915211,9/27/14,JAYWALKING,4-Apr,Traffic Regs,TRAFFIC REGS,25-44,M,UNKNOWN,0,BROOKLYN,88,990491,189765,40.687543873,-73.9774977779999,POINT (-73.97749777799999 40.68754387300004),2014-09-27T00:00:00Z,2014
138914721,9/28/14,JAYWALKING,4-Apr,Traffic Regs,TRAFFIC REGS,25-44,M,UNKNOWN,0,QUEENS,107,1042188,198540,40.71144171,-73.791014724,POINT (-73.791014724 40.71144171000003),2014-09-28T00:00:00Z,2014
138914838,9/28/14,JAYWALKING,4-Apr,Traffic Regs,TRAFFIC REGS,18-24,M,UNKNOWN,0,QUEENS,107,1042188,198540,40.71144171,-73.791014724,POINT (-73.791014724 40.71144171000003),2014-09-28T00:00:00Z,2014
138906176,9/28/14,JAYWALKING,4-Apr,Traffic Regs,TRAFFIC REGS,45-64,M,UNKNOWN,0,BRONX,46,1012419,251454,40.856821297,-73.8981717309999,POINT (-73.89817173099993 40.85682129700007),2014-09-28T00:00:00Z,2014
138914624,9/28/14,JAYWALKING,4-Apr,Traffic Regs,TRAFFIC REGS,25-44,M,UNKNOWN,0,BROOKLYN,69,1014866,170207,40.63381076,-73.8896957689999,POINT (-73.88969576899994 40.633810760000074),2014-09-28T00:00:00Z,2014
138914629,9/28/14,JAYWALKING,4-Apr,Traffic Regs,TRAFFIC REGS,18-24,M,UNKNOWN,0,BROOKLYN,69,1015794,169122,40.630829411,-73.886357375,POINT (-73.886357375 40.630829411000036),2014-09-28T00:00:00Z,2014
139031380,9/28/14,JAYWALKING,4-Apr,Traffic Regs,TRAFFIC REGS,18-24,M,UNKNOWN,2,BROOKLYN,90,1000852,194727,40.701150044,-73.9401260809999,POINT (-73.94012608099996 40.70115004400003),2014-09-28T00:00:00Z,2014
138943373,9/29/14,JAYWALKING,4-Apr,Traffic Regs,TRAFFIC REGS,25-44,M,UNKNOWN,0,BRONX,49,1027295,251236,40.856162957,-73.8443971239999,POINT (-73.84439712399995 40.85616295700004),2014-09-29T00:00:00Z,2014
138944075,9/29/14,JAYWALKING,4-Apr,Traffic Regs,TRAFFIC REGS,18-24,M,UNKNOWN,0,BROOKLYN,69,1013591,171707,40.637932254,-73.8942829109999,POINT (-73.89428291099993 40.63793225400008),2014-09-29T00:00:00Z,2014
138993295,9/30/14,JAYWALKING,4-Apr,Traffic Regs,TRAFFIC REGS,25-44,M,UNKNOWN,0,QUEENS,107,1037346,196581,40.706095112,-73.8084955709999,POINT (-73.80849557099998 40.70609511200007),2014-09-30T00:00:00Z,2014
138973726,9/30/14,JAYWALKING,4-Apr,Traffic Regs,TRAFFIC REGS,<18,M,UNKNOWN,0,BRONX,42,1011439,242212,40.831457798,-73.9017518559999,POINT (-73.90175185599996 40.83145779800003),2014-09-30T00:00:00Z,2014
138993318,9/30/14,JAYWALKING,4-Apr,Traffic Regs,TRAFFIC REGS,25-44,M,UNKNOWN,0,QUEENS,107,1046036,199580,40.714270219,-73.7771252109999,POINT (-73.77712521099994 40.71427021900007),2014-09-30T00:00:00Z,2014
138993317,9/30/14,JAYWALKING,4-Apr,Traffic Regs,TRAFFIC REGS,45-64,M,UNKNOWN,0,QUEENS,107,1042188,198540,40.71144171,-73.791014724,POINT (-73.791014724 40.71144171000003),2014-09-30T00:00:00Z,2014
138993201,9/30/14,JAYWALKING,4-Apr,Traffic Regs,TRAFFIC REGS,45-64,M,UNKNOWN,0,QUEENS,107,1035699,195964,40.704411326,-73.8144406419999,POINT (-73.81444064199997 40.70441132600007),2014-09-30T00:00:00Z,2014
138993799,10/1/14,JAYWALKING,4-Apr,Traffic Regs,TRAFFIC REGS,18-24,M,UNKNOWN,0,BRONX,40,1005599,235599,40.813323036,-73.9228761839999,POINT (-73.92287618399996 40.813323036000035),2014-10-01T00:00:00Z,2014
139010684,10/1/14,JAYWALKING,4-Apr,Traffic Regs,TRAFFIC REGS,25-44,M,UNKNOWN,0,BROOKLYN,79,999123,192745,40.695712991,-73.9463661189999,POINT (-73.94636611899993 40.69571299100004),2014-10-01T00:00:00Z,2014
138993797,10/1/14,JAYWALKING,4-Apr,Traffic Regs,TRAFFIC REGS,18-24,M,UNKNOWN,0,NA,40,1004926,234532,40.810396019,-73.9253107449999,POINT (-73.92531074499993 40.81039601900005),2014-10-01T00:00:00Z,2014
139010326,10/1/14,JAYWALKING,4-Apr,Traffic Regs,TRAFFIC REGS,45-64,M,UNKNOWN,0,QUEENS,105,1057221,185279,40.674932279,-73.736933503,POINT (-73.736933503 40.674932279000075),2014-10-01T00:00:00Z,2014
138993343,10/1/14,JAYWALKING,4-Apr,Traffic Regs,TRAFFIC REGS,25-44,M,UNKNOWN,0,QUEENS,104,1012403,197615,40.709047712,-73.8984551789999,POINT (-73.89845517899995 40.70904771200002),2014-10-01T00:00:00Z,2014
139010082,10/2/14,JAYWALKING,4-Apr,Traffic Regs,TRAFFIC REGS,45-64,M,UNKNOWN,0,BRONX,48,1016522,248057,40.847483502,-73.8833559299999,POINT (-73.88335592999994 40.847483502000046),2014-10-02T00:00:00Z,2014
138993467,10/2/14,JAYWALKING,4-Apr,Traffic Regs,TRAFFIC REGS,25-44,M,UNKNOWN,0,MANHATTAN,5,984103,201020,40.71843841,-74.0005317419999,POINT (-74.00053174199996 40.71843841000003),2014-10-02T00:00:00Z,2014
139030748,10/2/14,JAYWALKING,4-Apr,Traffic Regs,TRAFFIC REGS,18-24,M,UNKNOWN,0,QUEENS,105,1057636,203954,40.72618713,-73.7352339039999,POINT (-73.73523390399998 40.72618713000002),2014-10-02T00:00:00Z,2014
139031293,10/2/14,JAYWALKING,4-Apr,Traffic Regs,TRAFFIC REGS,18-24,M,UNKNOWN,2,BROOKLYN,90,1000852,194727,40.701150044,-73.9401260809999,POINT (-73.94012608099996 40.70115004400003),2014-10-02T00:00:00Z,2014
139039144,10/3/14,JAYWALKING,4-Apr,Traffic Regs,TRAFFIC REGS,18-24,M,UNKNOWN,0,BROOKLYN,69,1012461,174344,40.645173921,-73.8983433829999,POINT (-73.89834338299994 40.64517392100004),2014-10-03T00:00:00Z,2014
139049833,10/3/14,JAYWALKING,4-Apr,Traffic Regs,TRAFFIC REGS,18-24,M,UNKNOWN,0,BRONX,48,1013788,252571,40.859882651,-73.8932179369999,POINT (-73.89321793699997 40.85988265100008),2014-10-03T00:00:00Z,2014
139069019,10/3/14,JAYWALKING,4-Apr,Traffic Regs,TRAFFIC REGS,18-24,M,UNKNOWN,0,BRONX,48,1016489,247336,40.845504692,-73.8834786729999,POINT (-73.88347867299996 40.84550469200008),2014-10-03T00:00:00Z,2014
139010500,10/3/14,JAYWALKING,4-Apr,Traffic Regs,TRAFFIC REGS,25-44,M,UNKNOWN,2,BROOKLYN,60,986829,148294,40.57371656,-73.990717981,POINT (-73.990717981 40.57371656000004),2014-10-03T00:00:00Z,2014
139068997,10/3/14,JAYWALKING,4-Apr,Traffic Regs,TRAFFIC REGS,18-24,M,UNKNOWN,0,BRONX,48,1016489,247336,40.845504692,-73.8834786729999,POINT (-73.88347867299996 40.84550469200008),2014-10-03T00:00:00Z,2014
139031078,10/4/14,JAYWALKING,4-Apr,Traffic Regs,TRAFFIC REGS,25-44,M,UNKNOWN,0,BRONX,46,1011383,251919,40.858100827,-73.9019149409999,POINT (-73.90191494099997 40.858100827000044),2014-10-04T00:00:00Z,2014
139031373,10/4/14,JAYWALKING,4-Apr,Traffic Regs,TRAFFIC REGS,<18,M,UNKNOWN,2,BROOKLYN,90,1000829,195754,40.703968961,-73.9402065019999,POINT (-73.94020650199997 40.703968961000044),2014-10-04T00:00:00Z,2014
139021064,10/4/14,JAYWALKING,4-Apr,Traffic Regs,TRAFFIC REGS,25-44,M,UNKNOWN,0,BRONX,46,1011383,251919,40.858100827,-73.9019149409999,POINT (-73.90191494099997 40.858100827000044),2014-10-04T00:00:00Z,2014
139030915,10/4/14,JAYWALKING,4-Apr,Traffic Regs,TRAFFIC REGS,<18,M,UNKNOWN,0,MANHATTAN,34,1006466,254541,40.865311166,-73.9196813249999,POINT (-73.91968132499993 40.865311166000026),2014-10-04T00:00:00Z,2014
139021135,10/4/14,JAYWALKING,4-Apr,Traffic Regs,TRAFFIC REGS,25-44,M,UNKNOWN,0,BRONX,46,1011383,251919,40.858100827,-73.9019149409999,POINT (-73.90191494099997 40.858100827000044),2014-10-04T00:00:00Z,2014
139021134,10/4/14,JAYWALKING,4-Apr,Traffic Regs,TRAFFIC REGS,45-64,M,UNKNOWN,0,BRONX,46,1011383,251919,40.858100827,-73.9019149409999,POINT (-73.90191494099997 40.858100827000044),2014-10-04T00:00:00Z,2014
139049958,10/5/14,JAYWALKING,4-Apr,Traffic Regs,TRAFFIC REGS,18-24,M,UNKNOWN,2,BROOKLYN,79,999888,193014,40.696450014,-73.9436067369999,POINT (-73.94360673699998 40.69645001400005),2014-10-05T00:00:00Z,2014
139041430,10/5/14,JAYWALKING,4-Apr,Traffic Regs,TRAFFIC REGS,25-44,M,UNKNOWN,0,BRONX,44,1008989,244415,40.837511598,-73.9105969929999,POINT (-73.91059699299996 40.83751159800004),2014-10-05T00:00:00Z,2014
139049961,10/5/14,JAYWALKING,4-Apr,Traffic Regs,TRAFFIC REGS,18-24,M,UNKNOWN,2,BROOKLYN,79,999888,193014,40.696450014,-73.9436067369999,POINT (-73.94360673699998 40.69645001400005),2014-10-05T00:00:00Z,2014
139069026,10/5/14,JAYWALKING,4-Apr,Traffic Regs,TRAFFIC REGS,25-44,M,UNKNOWN,0,BRONX,48,1016992,247008,40.844602578,-73.8816622619999,POINT (-73.88166226199996 40.84460257800004),2014-10-05T00:00:00Z,2014
139038825,10/5/14,JAYWALKING,4-Apr,Traffic Regs,TRAFFIC REGS,25-44,M,UNKNOWN,0,QUEENS,107,1037987,198412,40.711116893,-73.8061690159999,POINT (-73.80616901599996 40.711116893000046),2014-10-05T00:00:00Z,2014
139069034,10/6/14,JAYWALKING,4-Apr,Traffic Regs,TRAFFIC REGS,18-24,M,UNKNOWN,2,BROOKLYN,90,1000829,195754,40.703968961,-73.9402065019999,POINT (-73.94020650199997 40.703968961000044),2014-10-06T00:00:00Z,2014
139105035,10/6/14,JAYWALKING,4-Apr,Traffic Regs,TRAFFIC REGS,18-24,M,UNKNOWN,0,BRONX,42,1010567,240691,40.827285732,-73.9049088609999,POINT (-73.90490886099997 40.827285732000064),2014-10-06T00:00:00Z,2014
139068673,10/6/14,JAYWALKING,4-Apr,Traffic Regs,TRAFFIC REGS,25-44,M,UNKNOWN,0,QUEENS,108,1010938,210684,40.744923459,-73.9036875179999,POINT (-73.90368751799997 40.74492345900006),2014-10-06T00:00:00Z,2014
139069017,10/6/14,JAYWALKING,4-Apr,Traffic Regs,TRAFFIC REGS,25-44,M,UNKNOWN,0,BRONX,48,1017356,245369,40.840102648,-73.8803547519999,POINT (-73.88035475199997 40.84010264800003),2014-10-06T00:00:00Z,2014
139068900,10/6/14,JAYWALKING,4-Apr,Traffic Regs,TRAFFIC REGS,25-44,M,UNKNOWN,0,BRONX,46,1011383,251919,40.858100827,-73.9019149409999,POINT (-73.90191494099997 40.858100827000044),2014-10-06T00:00:00Z,2014
139068902,10/6/14,JAYWALKING,4-Apr,Traffic Regs,TRAFFIC REGS,18-24,M,UNKNOWN,0,BRONX,46,1011383,251919,40.858100827,-73.9019149409999,POINT (-73.90191494099997 40.858100827000044),2014-10-06T00:00:00Z,2014
139086975,10/7/14,JAYWALKING,4-Apr,Traffic Regs,TRAFFIC REGS,18-24,F,UNKNOWN,0,QUEENS,107,1036790,205267,40.729939364,-73.8104331419999,POINT (-73.81043314199997 40.729939364000074),2014-10-07T00:00:00Z,2014
139087531,10/7/14,JAYWALKING,4-Apr,Traffic Regs,TRAFFIC REGS,25-44,M,UNKNOWN,0,BROOKLYN,88,993934,188677,40.684554464,-73.9650846449999,POINT (-73.96508464499993 40.68455446400003),2014-10-07T00:00:00Z,2014
139105255,10/8/14,JAYWALKING,4-Apr,Traffic Regs,TRAFFIC REGS,18-24,M,UNKNOWN,2,BROOKLYN,90,1001076,196065,40.704822116,-73.9393148779999,POINT (-73.93931487799993 40.70482211600006),2014-10-08T00:00:00Z,2014
139141724,10/9/14,JAYWALKING,4-Apr,Traffic Regs,TRAFFIC REGS,25-44,M,UNKNOWN,0,BROOKLYN,63,1004412,166465,40.623569723,-73.9273713979999,POINT (-73.92737139799993 40.62356972300007),2014-10-09T00:00:00Z,2014
139141077,10/9/14,JAYWALKING,4-Apr,Traffic Regs,TRAFFIC REGS,25-44,M,UNKNOWN,0,MANHATTAN,28,999342,233575,40.807780622,-73.9454847269999,POINT (-73.94548472699995 40.807780622000045),2014-10-09T00:00:00Z,2014
139132080,10/10/14,JAYWALKING,4-Apr,Traffic Regs,TRAFFIC REGS,25-44,M,UNKNOWN,0,BRONX,48,1016177,245561,40.840633973,-73.8846147969999,POINT (-73.88461479699998 40.84063397300008),2014-10-10T00:00:00Z,2014
139172024,10/10/14,JAYWALKING,4-Apr,Traffic Regs,TRAFFIC REGS,18-24,M,UNKNOWN,0,BRONX,40,1006171,235105,40.811965743,-73.9208113939999,POINT (-73.92081139399994 40.81196574300003),2014-10-10T00:00:00Z,2014
139142152,10/10/14,JAYWALKING,4-Apr,Traffic Regs,TRAFFIC REGS,25-44,M,UNKNOWN,0,BROOKLYN,75,1013755,180924,40.663230357,-73.8936516849999,POINT (-73.89365168499995 40.66323035700003),2014-10-10T00:00:00Z,2014
139141171,10/10/14,JAYWALKING,4-Apr,Traffic Regs,TRAFFIC REGS,25-44,M,UNKNOWN,0,BRONX,41,1014160,239740,40.824664073,-73.8919303379999,POINT (-73.89193033799995 40.82466407300007),2014-10-10T00:00:00Z,2014
139142295,10/11/14,JAYWALKING,4-Apr,Traffic Regs,TRAFFIC REGS,18-24,M,UNKNOWN,0,BROOKLYN,67,1005158,179079,40.658190714,-73.9246449789999,POINT (-73.92464497899994 40.65819071400006),2014-10-11T00:00:00Z,2014
139141204,10/11/14,JAYWALKING,4-Apr,Traffic Regs,TRAFFIC REGS,18-24,M,UNKNOWN,0,MANHATTAN,28,993704,233968,40.808867129,-73.9658502779999,POINT (-73.96585027799993 40.80886712900008),2014-10-11T00:00:00Z,2014
139148545,10/11/14,JAYWALKING,4-Apr,Traffic Regs,TRAFFIC REGS,65+,M,UNKNOWN,0,QUEENS,106,1034355,190026,40.688120639,-73.8193321969999,POINT (-73.81933219699994 40.68812063900003),2014-10-11T00:00:00Z,2014
139171891,10/11/14,JAYWALKING,4-Apr,Traffic Regs,TRAFFIC REGS,18-24,M,UNKNOWN,0,MANHATTAN,19,993704,233968,40.808867129,-73.9658502779999,POINT (-73.96585027799993 40.80886712900008),2014-10-11T00:00:00Z,2014
139148521,10/12/14,JAYWALKING,4-Apr,Traffic Regs,TRAFFIC REGS,18-24,M,UNKNOWN,0,QUEENS,107,1038927,197178,40.707724105,-73.8027884159999,POINT (-73.80278841599994 40.70772410500007),2014-10-12T00:00:00Z,2014
139141829,10/12/14,JAYWALKING,4-Apr,Traffic Regs,TRAFFIC REGS,18-24,M,UNKNOWN,0,BRONX,46,1012445,250898,40.85529516,-73.8980800799999,POINT (-73.89808007999993 40.855295160000026),2014-10-12T00:00:00Z,2014
139172181,10/12/14,JAYWALKING,4-Apr,Traffic Regs,TRAFFIC REGS,18-24,M,UNKNOWN,0,BRONX,46,1012292,250395,40.853915063,-73.8986352599999,POINT (-73.89863525999993 40.853915063000045),2014-10-12T00:00:00Z,2014
139141326,10/12/14,JAYWALKING,4-Apr,Traffic Regs,TRAFFIC REGS,18-24,M,UNKNOWN,0,BRONX,46,1012292,250395,40.853915063,-73.8986352599999,POINT (-73.89863525999993 40.853915063000045),2014-10-12T00:00:00Z,2014
139141324,10/12/14,JAYWALKING,4-Apr,Traffic Regs,TRAFFIC REGS,25-44,M,UNKNOWN,0,BRONX,46,1011383,251919,40.858100827,-73.9019149409999,POINT (-73.90191494099997 40.858100827000044),2014-10-12T00:00:00Z,2014
139172007,10/13/14,JAYWALKING,4-Apr,Traffic Regs,TRAFFIC REGS,25-44,M,UNKNOWN,0,QUEENS,110,1014628,211168,40.746240011,-73.8903685589999,POINT (-73.89036855899997 40.74624001100005),2014-10-13T00:00:00Z,2014
139227128,10/13/14,JAYWALKING,4-Apr,Traffic Regs,TRAFFIC REGS,45-64,F,UNKNOWN,0,BROOKLYN,94,997599,199947,40.715483214,-73.9518477239999,POINT (-73.95184772399993 40.71548321400008),2014-10-13T00:00:00Z,2014
139227281,10/13/14,JAYWALKING,4-Apr,Traffic Regs,TRAFFIC REGS,18-24,M,UNKNOWN,0,BROOKLYN,94,997599,199947,40.715483214,-73.9518477239999,POINT (-73.95184772399993 40.71548321400008),2014-10-13T00:00:00Z,2014
139172370,10/13/14,JAYWALKING,4-Apr,Traffic Regs,TRAFFIC REGS,25-44,M,UNKNOWN,2,BROOKLYN,76,982067,184941,40.674305016,-74.0078712969999,POINT (-74.00787129699995 40.67430501600006),2014-10-13T00:00:00Z,2014
139192014,10/13/14,JAYWALKING,4-Apr,Traffic Regs,TRAFFIC REGS,<18,M,UNKNOWN,2,BROOKLYN,90,1000852,194727,40.701150044,-73.9401260809999,POINT (-73.94012608099996 40.70115004400003),2014-10-13T00:00:00Z,2014
139266290,10/14/14,JAYWALKING,4-Apr,Traffic Regs,TRAFFIC REGS,18-24,M,UNKNOWN,0,QUEENS,103,1040061,196865,40.706857916,-73.7987008289999,POINT (-73.79870082899998 40.70685791600005),2014-10-14T00:00:00Z,2014
139266289,10/15/14,JAYWALKING,4-Apr,Traffic Regs,TRAFFIC REGS,18-24,M,UNKNOWN,0,QUEENS,103,1040061,196865,40.706857916,-73.7987008289999,POINT (-73.79870082899998 40.70685791600005),2014-10-15T00:00:00Z,2014
139227311,10/15/14,JAYWALKING,4-Apr,Traffic Regs,TRAFFIC REGS,45-64,M,UNKNOWN,0,QUEENS,113,1050184,190960,40.690580484,-73.7622468919999,POINT (-73.76224689199995 40.69058048400007),2014-10-15T00:00:00Z,2014
139229094,10/16/14,JAYWALKING,4-Apr,Traffic Regs,TRAFFIC REGS,45-64,M,UNKNOWN,0,BRONX,52,1017542,255919,40.869058532,-73.8796301479999,POINT (-73.87963014799993 40.86905853200005),2014-10-16T00:00:00Z,2014
139227197,10/16/14,JAYWALKING,4-Apr,Traffic Regs,TRAFFIC REGS,25-44,M,UNKNOWN,0,BRONX,52,1017542,255919,40.869058532,-73.8796301479999,POINT (-73.87963014799993 40.86905853200005),2014-10-16T00:00:00Z,2014
139229095,10/16/14,JAYWALKING,4-Apr,Traffic Regs,TRAFFIC REGS,18-24,M,UNKNOWN,0,BRONX,52,1017542,255919,40.869058532,-73.8796301479999,POINT (-73.87963014799993 40.86905853200005),2014-10-16T00:00:00Z,2014
139229096,10/16/14,JAYWALKING,4-Apr,Traffic Regs,TRAFFIC REGS,18-24,M,UNKNOWN,0,BRONX,52,1013912,254446,40.865028541,-73.8927613639999,POINT (-73.89276136399997 40.86502854100007),2014-10-16T00:00:00Z,2014
139256335,10/17/14,JAYWALKING,4-Apr,Traffic Regs,TRAFFIC REGS,45-64,M,UNKNOWN,0,BROOKLYN,94,997599,199947,40.715483214,-73.9518477239999,POINT (-73.95184772399993 40.71548321400008),2014-10-17T00:00:00Z,2014
139238477,10/17/14,JAYWALKING,4-Apr,Traffic Regs,TRAFFIC REGS,18-24,M,UNKNOWN,0,BRONX,42,1010567,240691,40.827285732,-73.9049088609999,POINT (-73.90490886099997 40.827285732000064),2014-10-17T00:00:00Z,2014
139256964,10/17/14,JAYWALKING,4-Apr,Traffic Regs,TRAFFIC REGS,25-44,M,UNKNOWN,0,BROOKLYN,88,994881,188001,40.682697912,-73.9616711919999,POINT (-73.96167119199998 40.682697912000044),2014-10-17T00:00:00Z,2014
139322393,10/17/14,JAYWALKING,4-Apr,Traffic Regs,TRAFFIC REGS,25-44,M,UNKNOWN,0,BROOKLYN,62,986053,158690,40.602251703,-73.9935085259999,POINT (-73.99350852599997 40.60225170300004),2014-10-17T00:00:00Z,2014
139247707,10/17/14,JAYWALKING,4-Apr,Traffic Regs,TRAFFIC REGS,45-64,M,UNKNOWN,0,BRONX,46,1012235,252362,40.859314068,-73.8988330909999,POINT (-73.89883309099997 40.85931406800007),2014-10-17T00:00:00Z,2014
139227259,10/17/14,JAYWALKING,4-Apr,Traffic Regs,TRAFFIC REGS,25-44,M,UNKNOWN,0,BRONX,43,1017347,241611,40.829788065,-73.8804058209999,POINT (-73.88040582099995 40.82978806500005),2014-10-17T00:00:00Z,2014
139258312,10/18/14,JAYWALKING,4-Apr,Traffic Regs,TRAFFIC REGS,25-44,M,UNKNOWN,0,BRONX,48,1016215,247514,40.845994245,-73.8844681529999,POINT (-73.88446815299993 40.845994245000036),2014-10-18T00:00:00Z,2014
139255851,10/18/14,JAYWALKING,4-Apr,Traffic Regs,TRAFFIC REGS,25-44,F,UNKNOWN,0,BROOKLYN,94,995218,201420,40.719529518,-73.9604342809999,POINT (-73.96043428099993 40.71952951800005),2014-10-18T00:00:00Z,2014
139247289,10/18/14,JAYWALKING,4-Apr,Traffic Regs,TRAFFIC REGS,25-44,M,UNKNOWN,0,BRONX,49,1027295,251236,40.856162957,-73.8443971239999,POINT (-73.84439712399995 40.85616295700004),2014-10-18T00:00:00Z,2014
139248349,10/18/14,JAYWALKING,4-Apr,Traffic Regs,TRAFFIC REGS,18-24,M,UNKNOWN,2,BROOKLYN,79,1001139,192775,40.695791716,-73.939095905,POINT (-73.939095905 40.69579171600003),2014-10-18T00:00:00Z,2014
139255935,10/18/14,JAYWALKING,4-Apr,Traffic Regs,TRAFFIC REGS,<18,M,UNKNOWN,0,BROOKLYN,94,996673,200230,40.716261329,-73.9551875519999,POINT (-73.95518755199998 40.716261329000076),2014-10-18T00:00:00Z,2014
139248350,10/18/14,JAYWALKING,4-Apr,Traffic Regs,TRAFFIC REGS,<18,M,UNKNOWN,2,BROOKLYN,79,1001139,192775,40.695791716,-73.939095905,POINT (-73.939095905 40.69579171600003),2014-10-18T00:00:00Z,2014
139238318,10/18/14,JAYWALKING,4-Apr,Traffic Regs,TRAFFIC REGS,25-44,M,UNKNOWN,0,BRONX,46,1012197,250425,40.853997705,-73.8989785409999,POINT (-73.89897854099996 40.85399770500004),2014-10-18T00:00:00Z,2014
